2388,10,1,186,1,215038,MURO,ROYBAL,JOSE MARIA,,MASCULINO,12/05/1962,64,NO,51000.00,0.00,51000.00,NO,4252-0,Socio B,02/06/2023,NULL,0.00,0.00,0.00,0.00,0.00,0.00,NULL,0.00,1979.06,NULL,NULL,0.00,1979.06,NULL,0.00,NULL,0.00,NULL,0.00,0.00,1979.06,0.00,0.00,0.00,0.00,1979.06,1979.06,0.00,23,CIUDAD DE MEXICO,,,NULL,NULL,
2388,10,2,186,10018,216429,PERALES,DELAROSA,MARCOS,,MASCULINO,01/10/1976,49,NO,51000.00,0.00,51000.00,NO,3989-0,Socio,02/06/2023,NULL,1691.97,1691.97,0.00,0.00,0.00,0.00,NULL,0.00,1691.97,NULL,NULL,0.00,1691.97,NULL,0.00,NULL,0.00,NULL,0.00,0.00,1691.97,0.00,0.00,0.00,0.00,1691.97,1691.97,0.00,23,CIUDAD DE MEXICO,,,NULL,NULL,
2388,10,3,186,1010,215150,OZUNA,GONZALEZ,DOROTEA,,MASCULINO,07/05/1968,58,NO,20000.00,0.00,20000.00,NO,727-0,Empleado,02/06/2023,NULL,567.29,567.29,0.00,0.00,0.00,0.00,NULL,0.00,567.29,NULL,NULL,0.00,567.29,NULL,0.00,NULL,0.00,NULL,0.00,0.00,567.29,0.00,0.00,0.00,0.00,567.29,567.29,0.00,9,LEÓN,,,NULL,NULL,
2388,10,4,186,10147,216447,CORREA,CALVILLO,JOSE EDUARDO,,MASCULINO,08/08/1976,49,NO,51000.00,0.00,51000.00,NO,3990-0,Socio,02/06/2023,NULL,1571.84,1571.84,0.00,0.00,0.00,0.00,NULL,0.00,1571.84,NULL,NULL,0.00,1571.84,NULL,0.00,NULL,0.00,NULL,0.00,0.00,1571.84,0.00,0.00,0.00,0.00,1571.84,1571.84,0.00,23,CIUDAD DE MEXICO,,,NULL,NULL,35004
2388,10,5,186,10148,226105,RIVERA,FLORES,YOLANDA,,FEMENINO,01/01/1968,58,NO,51000.00,0.00,51000.00,NO,3991-0,Socio (Viudas),02/06/2023,NULL,3819.10,3819.10,0.00,0.00,0.00,0.00,NULL,0.00,3819.10,NULL,NULL,0.00,3819.10,NULL,0.00,NULL,0.00,NULL,0.00,0.00,3819.10,0.00,0.00,0.00,0.00,3819.10,3819.10,0.00,12,MEXICALI,,,NULL,NULL,35027
2388,10,6,186,10160,216452,AREVALO,RAMOS,ANITA,,MASCULINO,09/10/1972,53,NO,51000.00,0.00,51000.00,NO,733-0,Socio,02/06/2023,NULL,5170.64,5170.64,0.00,0.00,0.00,0.00,NULL,0.00,6251.11,NULL,NULL,0.00,6251.11,NULL,0.00,NULL,0.00,NULL,0.00,0.00,6251.11,0.00,0.00,0.00,0.00,6251.11,6251.11,0.00,23,CIUDAD DE MEXICO,,,NULL,NULL,35003
2388,10,7,186,10556,216515,ARENAS,LINARES,GRACIELA,,MASCULINO,10/12/1965,60,NO,51000.00,0.00,51000.00,NO,3992-0,Socio,02/06/2023,NULL,9357.12,9357.12,0.00,0.00,0.00,0.00,NULL,0.00,9357.12,NULL,NULL,0.00,9357.12,NULL,0.00,NULL,0.00,NULL,0.00,0.00,9357.12,0.00,0.00,0.00,0.00,9357.12,9357.12,0.00,23,CIUDAD DE MEXICO,,,NULL,NULL,35004
2388,10,8,186,10657,216535,ARTEAGA,RAEL,VIRGINIA,,FEMENINO,01/07/1979,46,NO,51000.00,0.00,51000.00,NO,1298-0,Empleado,02/06/2023,NULL,800.60,800.60,0.00,0.00,0.00,0.00,NULL,0.00,800.60,NULL,NULL,0.00,800.60,NULL,0.00,NULL,0.00,NULL,0.00,0.00,800.60,0.00,0.00,0.00,0.00,800.60,800.60,0.00,23,CIUDAD DE MEXICO,,,NULL,NULL,35701
2388,10,9,186,11,230694,CONTRERAS,RASCON,OSCAR,,MASCULINO,13/05/1942,84,NO,51000.00,0.00,51000.00,NO,4253-0,Socio B,02/06/2023,NULL,17530.40,17530.40,0.00,0.00,0.00,0.00,NULL,0.00,17530.40,NULL,NULL,0.00,17530.40,NULL,0.00,NULL,0.00,NULL,0.00,0.00,17530.40,0.00,0.00,0.00,0.00,17530.40,17530.40,0.00,23,CIUDAD DE MEXICO,,,NULL,NULL,
2388,10,10,186,11195,216614,GRACIA,SAUCEDA,MARIA EUGENIA,,FEMENINO,06/02/1974,52,NO,30000.00,0.00,30000.00,NO,1687-0,Empleado,02/06/2023,NULL,1215.02,1215.02,0.00,0.00,0.00,0.00,NULL,0.00,1215.02,NULL,NULL,0.00,1215.02,NULL,0.00,NULL,0.00,NULL,0.00,0.00,1215.02,0.00,0.00,0.00,0.00,1215.02,1215.02,0.00,23,CIUDAD DE MEXICO,,,NULL,NULL,
